stt,thoigian,giaphong,dientich,diachi,chitiet
38,Tin cá nhân đăng 15 giờ trước,3 triệu/tháng- 26 m2,26 m²,"Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","chính chủ cho nữ thuê phòng trọ, hoặc sinh viên nữ thuê phòng trọ khép kín điện nước gia đình, mạng miễn phí, an ninh tốt, phòng có điều hoà, bình nóng lạnh."
31,Tin cá nhân đăng 15 giờ trước,"2,2 triệu/tháng- 20 m2",20 m²,"Số 19, ngách 197/61, ngõ 181., Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội","Cho thuê phòng trọ khép kín gồm : bếp, khu vệ sinh, điều hòa, gác xép, chỗ phơi quần áo. Tiền điện, nước , vệ sinh thu theo hóa đơn hằng tháng của công ty điện nước, nước thông báo. Phòng trọ cách đường Trần Phú 50m, ĐH Kiến Trúc 1km, ĐH Bưu Chính Viễn Thông 0,5 km. Gần siêu thị big C Hà Đông, bến xe buýt. Ai có nhu cầu thuê, xin liên hệ chính chủ. Cảm ơn mọi người đã đọc tin."
37,Tin môi giới đăng 15 giờ trước,"1,3 triệu/tháng- 100 m2",100 m²,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội","TÌM GẤP 1 NỮ Ở GHÉP MIỄN PHÍ ĐIỆN NƯỚC tại chung cư cao cấp Địa chỉ: số 131 Trần Phú – Hà Đông. Đối diện học viện Bưu Chính Viễn Thông, bên hông trường Kiến Trúc.

CĂN HỘ ĐÃ CÓ FULL ĐỒ CHỈ XÁCH QUẦN ÁO ĐẾN Ở

KHÔNG PHÁT SINH CHI PHÍ, THỜI GIAN THOẢI MÁI

 Giá siêu rẻ:
- 1 slot phòng 4 giường tầng giá 1,3 triệu/Người/Tháng

😱  MIỄN PHÍ: ĐIỆN, NƯỚC, MẠNG, GAS, có người dọn tổng vệ sinh hàng tuần (không phát sinh chi phí)
Căn hộ rộng 100m2 thiết kế 2 phòng ngủ và 2 wc. Căn hộ nằm tại khu chung cư cao cấp đảm bảo an ninh, sạch sẽ, thuận tiện giao thông, đầy đủ tiện nghi chỉ việc xách quần áo đến ở
 ✨ Mỗi người có tủ quần áo có khóa riêng. Chăn ga gối đệm đủ bộ
 ✨ Bếp, tủ bếp , nồi niêu bát đĩa 
 ✨ Tủ lạnh , máy giặt , bình nóng lạnh, điều hòa, bồn tắm nằm
Các bạn quan tâm vui lòng liên hệ chính chủ để đi xem nhà
NÓI KHÔNG VỚI THU PHÍ ĐI XEM HOẶC THUÊ
LH:  (fb, zalo, viber, imessage)

Ưu đãi cho sinh viên tiền cọc còn 1 triệu
#donghanhcungsinhvien"
36,Tin môi giới đăng 15 giờ trước,"2,5 triệu/tháng- 25 m2",25 m²,"Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội","Phpngf ngay cổng bv tâm anh bồ đề cách cầu cd 100m chính chủ:Điều hoà bl giường đệm sofa đủ cả
Ban công ngắm cảnh,xe để miễn phí tự do bạn bè
Nhanh tay chính chủ nhé"
30,Tin môi giới đăng 15 giờ trước,"3,8 triệu/tháng- 30 m2",30 m²,"Ngõ 402, Đường Mỹ Đình 1, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","🏁 Địa chỉ: Số 82 ngõ 402 Đường #Mỹ_Đình - #Mỹ_Đình_1 - #Nam_Từ_Liêm -#HN
☘ Nhà mặt ngõ chợ #Đình_Thôn. Cách #Keang_Nam 500m
💎 Thiết kế: Phòng đơn khép kín rộng 30m2 đầy đủ nột thất, có ban công, cửa sổ rộng, phơi đồ tại phòng.
☘ Nội thất: Điều hòa, nóng lạnh, giường, tủ, kệ bếp – chậu rửa.
⚡️ Dịch vụ: Điện 3,8k/số; nước 100k/người ; net 100k/phòng; vệ sinh 30k/người, gửi xe"
32,Tin cá nhân đăng 15 giờ trước,"2,2 triệu/tháng- 25 m2",25 m²,"28, Đường Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Cho thuê phòng tầng 3, trong ngôi nhà 5 tầng thoáng mat, tầng 1 để xe rộng rãi
- Địa chỉ: Ngõ 28 Võ Chí Công, ngách 28/9, hẻm 28/9/26; Số nhà 7 Hoặc đi vào từ ngõ 81 Lạc Long Quân (đối diện chợ bưởi)
- Diện tích: 25m2, vệ sinh khép kín, có ban công, có bình nóng lạnh
- Giá điện: 4.000đ/số; Giá nước: 25.000đ/khối
- Tiền nhà: 2.200.000đ /tháng (đóng tiền trong 10 ngày đầu tháng + đặt cọc 1 tháng) + 30.000đ/tháng vệ sinh môi trường, mạng internet :50 000đ"
35,Tin môi giới đăng 15 giờ trước,"2,8 triệu/tháng- 18 m2",18 m²,"Ngõ 195, Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","🏁 Địa chỉ: Ngõ 195 ngách 59 số 19 #Trần_Cung (cuối ngõ 234 #Hoàng_Quốc_Việt) - #HN.
💎 Thiết kế: Phòng đơn khép kín rộng 18m2 đầy đủ nột thất, bếp riêng không gây ám mùi.
☘ Thiết bị: Điều hòa, nóng lạnh, giường, kệ bếp, tủ bếp, thang máy.
☘ Dịch vụ: Điện 3,8k/số; nước 80k/người ; net 90k; vệ sinh + thang máy 60k/người. Có bảo vệ
⏰ Giờ giấc tự do, thoải mái, không chung chủ."
39,Tin cá nhân đăng 15 giờ trước,"3,5 triệu/tháng GIÁ TỐT- 30 m2",30 m²,"27, ngõ 394 Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Cho thuê phòng trọ số 27, ngõ 394 Đường Mỹ Đình
Cho thuê phòng trọ
ĐỊA CHỈ: Số nhà 27, Ngõ 394 Đường Mỹ Đình
_ Không chung chủ
_ Giờ giấc tự do
_ Để xe miễn phí tầng 1
_ Chính chủ không qua môi giới
_ Đầy đủ tiện nghi. Vệ sinh khép kín. Máy giặt. Điều hoà. Nóng lạnh.
Giá 3tr5-3tr8. Đóng 1 cọc 1 tháng
_ Diện tích phòng 30 m2
_ Điện 3.600k/số
_ Nước 100k/người
_ Wifi 100k/Phòng
Giao thông thuận tiện đi lại. Mặt ngõ rộng oto đỗ cửa. Cách trục đường chính 50m. Ưu tiên giảm giá cho cặp vợ chồng có thiện chí ở lâu dài.
_Liên hệ trực tiếp chính chủ (Miễn MG).

Đ/c: số 27, ngõ 394 Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm."
40,Tin môi giới đăng 15 giờ trước,"1,4 triệu/tháng- 14 m2",14 m²,"SN 31 trường chinh đại la ngõ, trường chinh đại la, Phường Trung Liệt, Quận Đống Đa, Hà Nội","SN 31 trường chinh đại la ngõ 66  1tr41tr9 2tr5 3tr/t khép kín Riêng chủ,đi lại tự do,đóng tiền theo tháng,nấu ăn trong phòng,nhà mình xây 5 tầng,ngay trung tâm,gần buýt 300m,ở được 2 đến 3 cháu,3 phòng to có cả nóng lạnh,điều hoà,ngay ĐH kinh tế,BV bạch mai,bách khoa,ĐH y hà nội,điện : 3500/số,nước :90k/người/tháng,có kệ nấu ăn trong phòng,xe để tầng 1 thoả mái nhé,có phòng 15m2 và 17m2 và 19m2 và 22m2 khép kín."
43,Tin cá nhân đăng 15 giờ trước,"1,9 triệu/tháng- 19 m2",19 m²,"96/2, Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Cho thuê phòng khép kín, sạch sẽ thoáng mát có sân để xe, khu nhà nhiều phòng có nhiều lựa chọn  thời gian đi về thoải mãi, an ninh tốt bảo vệ 24/24h, gần chợ, trường học, ngân hàng, bến xe buýt thuận tiện đi ra các nơi. Địa chỉ 96 Ngõ 2 Hoàng Quốc Việt ( miễn trung gian )"
42,Tin môi giới đăng 15 giờ trước,"1,5 triệu/tháng- 17 m2",17 m²,"SN 31d trần bình viện 198 SN 1, trần bình viện 198, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","SN 31d trần bình viện 198 SN 102 1tr5 2tr2 2tr8/t khép kín ở luôn,riêng chủ,đi lại tự do,nhà xây 4 tầng, ngay phạm văn đồng,xuân thuỷ ,thoáng,có giường ngủ,căn to có cả nóng lạnh,căn to hơn có cả điều hoà,ở 2 đến 3 bạn tuỳ nhé,ngay đường,có chỗ nấu ăn,gần bệnh viện,trường học,siêu thị nhé,phù hợp với tất cả các bạn,có phòng 14m2 và 16m2 và 19m2 khép kín"
45,Tin môi giới đăng 15 giờ trước,"1,5 triệu/tháng- 130 m2",12 m²,"275, Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","Căn hộ cho thuê dạng homestay ở ghép, đầy đủ đồ dung và tiện ích, chỉ việc xách vali đến ở, phù hợp với sinh viên, người mới đi làm
Địa chỉ: chung cư Golden Land – 275 Nguyễn Trãi – Thanh Xuân – Hà Nội (đối diện trường ĐH khoa học Tự Nhiên, trường Nhân Văn)

-> Phù hợp với các bạn sinh viên, người mới đi làm vui vẻ hòa đồng

Không gian hiện đại, đầy đủ tiện nghi, môi trường sống dân trí cao, thời gian đi lại thoải mái.

GIÁ SIÊU RẺ:
 - phòng nam 3 giường tầng GIÁ 1.500.000/Người/Tháng

(hợp đồng ngắn hạn giá 1,7 triệu/người/tháng)
Cọc 1 tháng đóng tiền 1 tháng một

  Giá trên đã bao gồm toàn bộ các chi phí: điện, nước sạch mạng internet,
có người dọn tổng vệ sinh hàng tuần
  - Căn hộ nằm tại khu đô thị cao cấp đảm bảo an ninh, sạch sẽ, thuận tiện giao thông

TIỆN ÍCH TẦNG 1: Siêu thị, phòng tập GYM, bể bơi, ngân hàng...

- Mỗi người có 1 tủ có khóa riêng
-  Bếp, tủ bếp , nồi niêu bát đĩa 
-  2 Tủ lạnh , 2 máy giặt , bình nóng lạnh, điều hòa

Các bạn quan tâm vui lòng liên hệ chính chủ để đi xem nhà
NÓI KHÔNG VỚI THU PHÍ ĐI XEM HOẶC THUÊ
LH: (fb, zalo, viber, imessage)

Ưu đãi cho sinh viên tiền cọc còn 1 triệu
#donghanhcungsinhvien"
41,Tin môi giới đăng 15 giờ trước,"1,4 triệu/tháng- 15 m2",15 m²,"Ngõ 190a nguyễn trãi SN 1d/33, Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Ngõ 190a nguyễn trãi SN 1d/33 1tr4 1tr8 2tr4 3tr/t khép kín Phòng đẹp,nhà xây 6 tầng phòng 1tr3 và 1tr8 có giường ngủ,khép kín,có mạng,có bệ xí bệt,vòi tắm hoa sen,có chỗ để xe,phòng 2tr4 và 3tr có giường có cả nóng lạnh,có cả điều hoà,đều khép kín,xe để thoả mái,các phòng đều riêng chủ,ngay ngã tư tây sơn,ĐH lớn,công ty,siêu thị nhé.có phòng 14m2 và 15m2 và 18m2 và 23m2 khép kín.ngay buýt 200m."
46,Tin môi giới đăng 15 giờ trước,1 triệu/tháng- 28 m2,28 m²,"Đường Nguyễn Ngọc Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Trời ơi tin được hông?phòng  Homstay đầy đủ tiện nghi, sáng, thoáng, đẹp, giá thì  hạt giẻ.
Giá khuyến mãi cho những bạn đăng ký trong tuần này tháng đầu chỉ còn 1tr/tháng, miễn phí điện,nước,mạng,nước lọc,tiền rác,thu rác, vệ sinh... chỉ mang đồ đến ở.
Địa chỉ: Nhà số 12 ngõ 239 Nguyễn Ngọc Vũ, cách đường Nguyễn Ngọc Vũ 20m, Trần Duy Hưng 50m,100m nguyễn chí thanh,60m nguyễn khang,80m ra láng.
Nội thất: 
+ Điều hòa mát lạnh
+ Nóng lạnh ấm áp 
+ Ti vi giải trí, học tập
+ Tủ lạnh
+ Máy giặt
+ Máy lọc nước 
+ Bàn bếp
+ Tủ bếp
+ Máy hút mùi
+ Bàn ăn
+ Bàn học
+ Tủ quần áo riêng, mỗi người 1 ngăn có khóa riêng
+ Bếp ga nấu ăn
+ Lò vi sóng
+ Chăn , ga, gối ,đệm xịn
+ Đèn học tập, đọc sách , riêng tư
+ Móc treo quần áo 
+ Phơi đồ ban công
+ Ban công sáng,thoáng,đẹp
+ Nồi, chảo.bát ,đĩa, đũa 

*** Miễn phí:
+ Tiền điện
+ Tiền nước
+ Nước lọc
+ Chỗ để xe
+ Internet tốc độ cao
+ Phí đóng tiền rác
+ Tiền vệ sinh khu vực chung
Tất cả chỉ có 1tr/tháng đầu
👌 Phòng nam và nữ riêng biệt
👌 Có camera an ninh 24/24
👌 Khóa vân tay
👌 Chỉ nhận những người lịch sự.
👌 Khu trung tâm , 300m tới Đại Học Lao Động Xã Hội, 800m tới Đại Học Luật HN, HỌC VIỆN HÀNH CHÍNH, HỌC VIỆN PHỤ NỮ......20m ra đường Nguyễn ngọc vũ,50m ra đường Trần Duy Hưng ,100m ra nguyễn chí thanh,80m ra nguyễn khang,60m ra đường láng,300m ra lê văn lương,láng hạ.Gần các điểm xe bus tiện di chuyển ra nhiều nơi qua các tuyến đường Láng, Trần Duy Hưng, Nguyễn Ngọc Vũ, Nguyễn Chí Thanh, Nguyễn Khang,an ninh tốt,"
48,Tin cá nhân đăng 16 giờ trước,3 triệu/tháng- 20 m2,20 m²,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Chính chủ cho thuê phòng trọ đẹp Full đồ ngã tư sở
+ Cách chân cầu vượt ngã tư sở 50m. gần Royal city. trường Thủy Lơi, Công Đoàn, Học Viện Ngân Hàng, siêu thị rất nhiều, đi vài phút vào phố cổ....
+ Full  nội thất gồm: Nóng lạnh, Điều hòa, Giường, Tủ, Đệm, giá sách, tủ bếp, bàn bếp, bàn trà, máy giặt......
+ Không chung chủ , có bảo vệ nên rất an toàn.
+ Cửa từ, khóa vân tay, camera từ cổng lên đến lóc nhà. 
+ Giờ giấc thoải mái, ko chung chủ
+ Tiếp khách thoải mái miễn là lịch sự
+ Khu trọ văn minh, lịch sự có bảo vệ trông 24/7
Mọi chi tiết liên hệ:
Anh Quý rất thân thiện"
44,Tin môi giới đăng 15 giờ trước,3 triệu/tháng- 23 m2,23 m²,"Đường Bảo Linh, Phường Phúc Tân, Quận Hoàn Kiếm, Hà Nội","Toà nhà 6 tầng mặt phố chính chủ cho thuê phòng đầy đủ tiện nghi:
+ Toà nhà không chung chủ.
+ Camera, bảo vệ toà nhà 24/7.
+ Được thiết kế hiện đại và trang bị: Giường, tủ, nóng lạnh, kệ bếp (Mới).
Đặc biệt: Giá chỉ từ 3.000.000 - 4.500.000đ/th.
Phòng loại 1: Giá thuê 3.200.000đ đóng 1 tháng đặt cọc 1 tháng.
                      Giá thuê 3.000.000đ đóng 3tháng đặt cọc 1 tháng.
Diện tích 20m2, view phố, đủ giường tủ, nóng lạnh, kệ bếp (Mới).
Phòng loại 2: Giá thuê 4.500.000đ đóng 1 tháng đặt cọc 1 tháng.
                      Giá thuê 4.300.000đ đóng 3 tháng đặt cọc 1 tháng.
Diện tích 30m2, view phố, đủ giường, tủ, nóng lạnh, kệ bếp.
Vị trí trung tâm bậc   Hà Nội, các phố Hoàn Kiếm 600m, cách phố Tây Bùi Viện chỉ 300m, gần các chợ lớn, trung tâm thương mại, siêu thị, trường học...
Địa chỉ: Số 2 đường Bảo Linh, quận Hoàn Kiếm, Hà Nội."
49,Tin cá nhân đăng 16 giờ trước,"2,5 triệu/tháng- 15 m2",15 m²,"đường Miếu Đầm, Nam Từ Liêm, Hà Nội, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","Chính chủ cho thuê phòng trọ đẹp full đồ Mễ Trì
Địa chỉ: (ô tô đỗ cửa) Số 10 Ngõ 72 Miếu Đầm, Nam Từ Liêm, Hà Nội ( Sau trung tâm Hội nghị Quốc Gia cách BigC thăng long 800m, sau khách sạn matriot)
Phòng đẹp đủ đồ
* Giá 2.500.000đ/ tháng;
* Còn phòng tầng 1, tầng 2, tầng 3
* Nội thất:
- Nóng lạnh, điều hòa, giường, tủ, máy giặt chung 2 máy.. ...
- Kệ bếp giá để bát ( Riêng biệt từng phòng)
- Vệ sinh khép kín có gác xép
- Ban công thoáng mát, phơi đồ
* Mô tả chung
- Chính chủ miễn môi giới
- Điện 3,5k/ số
- Nước 35k/mét khối.
- Hàng tuần có người qua dọn vệ sinh chung cả nhà thường xuyên.
- để xe miễn phí. camera an ninh hành lang.
- Không ở chung chủ. Giờ giấc đi lại thoải mái, tiếp bạn bè vô tư miễn là lịch sự - Hợp đồng lâu dài không tăng giá, chu kỳ đóng tiền nhà 1 tháng 1 lần, đặt cọc 1 tháng tiền nhà.
- đi nửa giây ra đường phố Miếu Đầm
Bạn quan tâm vui lòng liên hệ chủ nhà Hoàng Việt"
47,Tin môi giới đăng 16 giờ trước,"4,2 triệu/tháng- 25 m2",25 m²,"Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội","Nhà mới xây,nôi thất xịn xò ạ

- Địa chỉ : ngõ 16 Võng Thị, 5 phút đi bộ ra Hồ Tây 
- Phòng có đủ đồ , vệ sinh khép kín, bếp chung ạ
- Có thang máy,nhà sạch sẽ, chủ nhà lịch sự..."
50,Tin cá nhân đăng 13 giờ trước,5 triệu/tháng GIÁ TỐT- 35 m2,35 m²,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","Chính chủ cho thuê phòng kiểu CCMN 1N1K tại số 12, ngõ 89 đường Mễ Trì Thượng, Mễ Trì, Nam Từ Liêm, Hà Nội (cuối ngõ 4 Đồng Me đi vào khoảng 30m) trong tòa nhà 6 tầng thang máy, diện tích 35m2, 1 ngủ 1 khách, bếp ngăn riêng biệt với phòng không lo ám mùi vào phòng.
  - Vị trí: cách mầm non Mễ Trì Hạ 50m, cách cấp 1&2 Mễ trì 50m, cách chợ Mễ Trì Hạ 100m, cách đường Mễ Trì 100m, cách The Garden 200m, cách Keangnam 500m...
  - Nhà đã có đủ đồ như : điều hòa, nóng lạnh, tủ lạnh, máy giặt, giường, tủ, táp, bàn phấn, rèm, bàn ghế, tủ bếp, bếp từ, wifi tốc độ cao...để xe miễn phí.
  - Diện tích: 35m2
  - Giá: 5tr/tháng
  - LHCC : 
(Nhà mới 100% vào ở được ngay, khách chỉ việc xách đồ tới ở)"
52,Tin cá nhân đăng 7 giờ trước,"3,4 triệu/tháng- 30 m2",30 m²,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Nhà mình còn   1 phòng tầng 3 trong nhà 5 tầng.
Có thể đến ở ngay
Diện tích 28m2
Phòng có cửa sổ rộng thoáng, ban công, không bị che chắn rất thoáng.
Sàn gỗ, đầy đủ giường tủ bàn ghế điều hòa nóng lạnh ...
Vệ sinh khép kín đủ trang thiết bị vệ sinh.
Nhà cực kì sạch sẽ, có chỗ nấu ăn, sân phơi, để xe free
Có dọn vệ sinh, máy giặt ...
Nhà ở trong ngõ an ninh, sạch sẽ, không ngập nước...
Vị trí cực gần các trường ngoại thương, giao thông vt,..
Tiền điện 3k5/1 số, nước 100k 1 người, wifi 65k,...
Địa chỉ : Ngách 90/1194 Đường Láng, Hoặc có thể đi từ ngõ 138 chùa láng vào.
Còn không mau xách mông lên chuyển đến phòng nhà mình. 
Liên hệ ngay đến ban Ken đẹp trai để đến ở ngay."
51,Tin cá nhân đăng hôm qua,"4,5 triệu/tháng- 40 m2",40 m²,"15A, Ngõ 61đường Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội","phòng trọ với đầy đủ tiện nghi, không gian thoáng. có ban công. có bếp riêng."
55,Tin cá nhân đăng 9 giờ trước,"2,5 triệu/tháng- 25 m2",25 m²,"10, Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội","Cho thuê nhà phù hợp GĐ trẻ. Phòng rộng 25m2, gác xép rộng 12m2, hành lang sử dụng chung để xe và phơi đồ 9m2. Là 1 phòng trong ngôi nhà có 2 phòng riêng biệt, lối đi riêng. Vệ sinh ốp lát sạch sẽ khép kín sen vòi nóng lạnh đầy đủ, có khu bếp ốp lát bao gồm cả tủ bếp treo, có tke vị trí lắp đặt máy giặt, điều hòa, tủ lạnh. Ngõ rộng 5m, xe tải đỗ cửa. Điện, nước sạch TP. Nhà xây cao thoáng mát mẻ, hướng Đông Nam, khu vực sạch sẽ an ninh rất tốt. Đi từ ngõ 123 Thụy Phương vào hoặc đường dọc bờ sông Nhuệ."
