stt,thoigian,giaphong,dientich,diachi
225,03/2021,2600000,15,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
228,01/2021,1000000,30,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
229,03/2021,2000000,14,"186 nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
222,03/2021,3600000,23,"71A/189, Đường Nguyễn Ngọc Vũ, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
224,03/2021,4500000,45,"Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
220,03/2021,1500000,15,"14H ngõ 533, Đường Bạch Đằng, Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội"
221,03/2021,2000000,25,"20, Đường Hàng Cân, Phường Hàng Đào, Quận Hoàn Kiếm, Hà Nội"
223,03/2021,3500000,25,"Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội"
232,03/2021,3000000,25,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội"
233,03/2021,4500000,38,"1, Đường Thành, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội"
239,03/2021,3000000,35,"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội"
234,03/2021,1500000,15,"ngõ 166/7B/2, Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội"
231,03/2021,1800000,20,"Ngõ 67/120A, Đường Phùng Khoang, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
238,03/2021,2200000,20,"Ngõ 121/77D, Đường Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội"
236,03/2021,5000000,30,"Đường Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội"
235,03/2021,3500000,30,"10/34, Đường Âu Cơ, Phường Quảng An, Quận Tây Hồ, Hà Nội"
237,03/2021,1600000,18,"Ngõ 4 mỹ đình SN 10g/100 1tr6, Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
230,03/2021,3800000,40,"10, Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội"
247,03/2021,2500000,20,"27d ngõ 324, Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
245,03/2021,3500000,33,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
246,03/2021,2500000,30,"Đường Phạm Thận Duật, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
249,03/2021,3000000,22,"9/20 ngõ 93, Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
244,03/2021,2000000,20,"Ngõ 143/74E, Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
240,03/2021,1400000,15,"Ngõ 204/5/2A, Đường Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội"
248,03/2021,1500000,18,"số 01 ngõ 40, Đường Phú Kiều, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội"
243,03/2021,1500000,15,"101C ngõ 97, Đường Thái Thịnh 1, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
241,03/2021,2500000,27,"Đường Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"
242,03/2021,1800000,18,"Ngõ 88/100A, Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
251,03/2021,2200000,16,"Đường Phan Trọng Tuệ, Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội"
250,02/2021,3800000,28,"71A/71, Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
253,12/2020,4700000,35,"Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
252,03/2021,2100000,16,"Ngõ 151, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội"
254,03/2021,4500000,40,"15A, Ngõ 61đường Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội"
255,03/2021,1100000,12,"Trong Trường Đại Học Nông Nghiệp, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội"
258,03/2021,3600000,28,"Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội"
257,03/2021,1400000,14,"SN 3d ngõ 192 minh khai mai độ, minh khai mai động, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
259,03/2021,3200000,25,"Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội"
256,03/2021,700000,12,"82 ngõ 280, Đường Cổ Nhuế, phía đằng khu đô thị Handi Resco - đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội"
262,03/2021,2800000,25,"Đối diện viện K, Đường 70, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
269,03/2021,2000000,20,"số 14a ngách 1 ngõ 3, Đường Cầu Bươu, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội"
260,03/2021,2600000,20,"vũ trọng khánh, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
268,03/2021,1500000,16,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
263,03/2021,2300000,35,"158 nguyễn văn cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội"
265,03/2021,1300000,14,"SN 3b thành thái ngõ 9 trần th, thành thái trần thái tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
266,03/2021,1700000,15,"Đường Tô Hiệu, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội"
267,03/2021,1500000,15,"Ngõ 58a trần đăng ninh xuân th, đường trần đăng ninh xuân thuỷ, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội"
261,03/2021,1500000,22,"82, ngõ 280 đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm , Hà Nội(Xem chỉ dẫn đường đi trong file ảnh ph, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội"
264,03/2021,1400000,15,"Ngõ 6c/100 phan đình giót giải, phan đình giót giải phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"
272,03/2021,2500000,17,"14, ngách 105/41 Yên Hoà, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
276,03/2021,3600000,30,"56, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
279,03/2021,4500000,30,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
270,03/2021,2300000,20,"Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
277,03/2021,2200000,16,"Đường Phan Trọng Tuệ, Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội"
275,03/2021,3400000,30,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
273,03/2021,2500000,15,"22c/111, Đường Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
274,03/2021,5200000,47,"Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
278,03/2021,3700000,30,"106 Ngõ 72/2, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
271,03/2021,3400000,30,"586, Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội"
284,03/2021,3200000,20,"Ngõ 242, Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội"
283,03/2021,1600000,15,"Ngõ 10 doãn kế thiện mai dịch, doãn kế thiện mai dịch, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
289,03/2021,3000000,25,"34, Đường Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội"
282,03/2021,1300000,15,"Đường Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
287,03/2021,4000000,35,"Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
286,03/2021,1400000,15,"Đường Cầu Diễn, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội"
281,03/2021,1000000,14,"14c, Xala, Phường Phúc La, Quận Hà Đông, Hà Nội"
288,03/2021,1200000,7,"18D ngõ 189, Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội"
285,03/2021,2100000,18,"BV bạch mai ngõ 200 giải phóng, bệnh viện bạch mai giải phóng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"
280,03/2021,3000000,30,"Đường Bạch Thái Bưởi, Phường Văn Quán, Quận Hà Đông, Hà Nội"
290,03/2021,3000000,25,"381, Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
294,03/2021,2850000,27,"mễ trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
293,03/2021,2000000,18,"Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
292,03/2021,1800000,21,"27E ngách 75 ngõ 281, Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội"
299,03/2021,3000000,27,"Số nhà 9, ngõ 173/63/17, Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội"
296,03/2021,2950000,27,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
295,03/2021,3750000,45,"ngõ 57 mễ trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
298,03/2021,1500000,15,"28/5A ngõ Hòa Bình, Đường Khâm Thiên, Phường Hàng Bột, Quận Đống Đa, Hà Nội"
291,03/2021,1400000,16,"Ngõ 41a/9 SN 10 thọ tháp trần, Đường Thọ Tháp||868, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
297,03/2021,2600000,55,"20, Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội"
300,03/2021,4500000,30,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
303,01/2021,1000000,30,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
305,03/2021,3300000,30,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
304,03/2021,5000000,35,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
307,03/2021,2500000,25,"Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội"
306,03/2021,4000000,27,"214, Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội"
309,03/2021,1700000,15,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
301,03/2021,2000000,14,"186 nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
302,03/2021,3600000,30,"56, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
310,03/2021,2500000,28,"Đường Cầu Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội"
313,03/2021,2500000,25,"10, Ngách 220/8, Ngõ 220, Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội"
312,03/2021,2600000,30,"Nhà 12A, ngõ 119, Đường Âu Cơ, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
311,03/2021,2800000,24,"Xuân Thuỷ, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
318,03/2021,1600000,18,"SN 18d/7 thanh nhàn ngõ 100 1t, Đường Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội"
314,03/2021,4000000,35,"100, Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
316,03/2021,2000000,20,"xóm đông, Chúc Lý, Xã Ngọc Hòa, Huyện Chương Mỹ, Hà Nội"
315,03/2021,3000000,25,"18B ngách 82/96, ngõ 166, Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội"
317,03/2021,2400000,20,"Đường Nguyễn Văn Trỗi, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"
319,03/2021,1300000,14,"Tổ38c/10hồ tùng mậu SN 11 mai, hồ tùng mậu mai dịch, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
321,03/2021,2400000,20,"Đường Yên Phúc, Phường Phúc La, Quận Hà Đông, Hà Nội"
324,03/2021,8000000,100,"ngõ 66 triều khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
327,03/2021,2000000,14,"186 nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
326,03/2021,4500000,30,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
325,02/2021,3800000,28,"71A/71, Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
323,03/2021,3600000,25,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
329,03/2021,3700000,30,"106 Ngõ 72/2, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
328,01/2021,1000000,30,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
322,03/2021,3800000,30,"Đường Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
320,03/2021,1200000,12,"8/23, Đường Nguyễn Ngọc Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
334,03/2021,1200000,13,"Ngõ 8c/1 trần đại nghĩa SN 14a, Đường Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội"
331,03/2021,1500000,15,"Ngõ 66/18/20C, Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
335,03/2021,3000000,35,"số 10 ngõ 11, Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội"
330,03/2021,3500000,30,"27d ngõ 324, Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
336,03/2021,1500000,20,"21, Khu đô thị Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội"
339,03/2021,5500000,40,"Ngõ 219 Ngách 16 hẻm 10 số 2, Đường Nguyễn Ngọc Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
332,03/2021,1500000,30,"18, Đường Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội"
333,03/2021,1400000,15,"Ngõ 15/108E, Đường Tân Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
337,03/2021,1300000,15,"ngõ 297/41/16E, Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội"
338,03/2021,1500000,15,"Yên Hoà, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
342,03/2021,2000000,12,"3 ngõ 7, Đường Hồ Giám, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội"
346,03/2021,3500000,15,"39, Đường Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội"
343,03/2021,3500000,38,"ngõ 16, Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội"
344,03/2021,3800000,28,"56/79, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
345,03/2021,3600000,25,"số 4, Ngõ 195 ngách 20 số 4  đường Trần Cung  phường Cổ Nhuế 1  quận Bắc Từ Liêm, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội"
341,03/2021,1500000,110,"Đường Lưu Hữu Phước, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội"
348,03/2021,3200000,35,"Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội"
347,03/2021,1700000,20,"40, ngõ 173, Đường Phương Canh, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội"
349,03/2021,1400000,15,"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
340,03/2021,1400000,14,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
350,03/2021,5000000,35,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
353,03/2021,3400000,30,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
357,03/2021,3300000,30,"225, Đường Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội"
355,03/2021,1700000,16,"ngõ 251/15/2A, Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội"
358,03/2021,1600000,15,"ngõ 250/55/8A, Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
359,03/2021,3000000,40,"Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội"
356,03/2021,2200000,15,"Đường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
354,03/2021,4500000,30,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
352,03/2021,3700000,30,"106 Ngõ 72/2, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
351,03/2021,2000000,30,"Đường Kim Mã Thượng, Phường Liễu Giai, Quận Ba Đình, Hà Nội"
364,03/2021,1400000,16,"Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội"
368,03/2021,3500000,18,"33, Ngách 49 ngõ 465 đội cấn, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội"
362,03/2021,1500000,15,"Ngõ 424/55/6A, Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
365,03/2021,2800000,28,"20, Đường Nguyễn Chánh, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
369,03/2021,2000000,20,"146, Đường Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
361,03/2021,1700000,60,"87, lê thanh nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội"
360,03/2021,3500000,30,"Đường Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội"
366,03/2021,1700000,20,"54B ngõ 44/80, Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
367,03/2021,2500000,30,"Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội"
363,03/2021,2000000,18,"ngõ 136/75C/2, Đường Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
370,03/2021,1000000,15,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
375,03/2021,2600000,15,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
378,03/2021,2200000,16,"Đường Phan Trọng Tuệ, Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội"
376,03/2021,3400000,30,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
373,03/2021,4000000,35,"Đường Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
377,01/2021,1000000,30,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
374,03/2021,1400000,12,"Số 22, ngõ 39, Đường Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
372,03/2021,4500000,25,"20, Đường Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
371,03/2021,1500000,17,"Ngõ 7 xã đàn chùa bộc SN 18 1t, xã đàn chùa bộc, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
379,03/2021,4000000,35,"277 ngõ 275, Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
381,03/2021,4200000,45,"Đường Cù Chính Lan, Phường Khương Mai, Quận Thanh Xuân, Hà Nội"
385,03/2021,3500000,30,"143, Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
388,03/2021,5900000,20,"Đường Vạn Phúc, Phường Liễu Giai, Quận Ba Đình, Hà Nội"
389,03/2021,2300000,18,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
380,03/2021,3200000,35,"120 Ngõ Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội"
383,03/2021,3500000,30,"Đường Trương Công Giai, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
384,03/2021,2500000,18,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
386,03/2021,3300000,20,"Đường Võng Thị||771, Phường Bưởi, Quận Tây Hồ, Hà Nội"
382,03/2021,2400000,18,"69A, Đường Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội"
387,03/2021,1200000,20,"số 2 ngách 94/117, 117 Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội"
390,03/2021,3600000,35,"Đường Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội"
392,03/2021,7000000,50,"Đường Hoàng Ngân, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội"
398,03/2021,2500000,30,"khu C2 tập thể giáp bát, Đường Giải Phóng||964, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"
394,03/2021,4500000,35,"Trung Hoà, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
397,03/2021,5000000,45,"Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
393,03/2021,2700000,28,"Đường Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
395,03/2021,4300000,35,"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội"
391,03/2021,4500000,33,"164, Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
396,03/2021,2400000,25,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội"
399,03/2021,3100000,25,"Đường Nguyên Xá, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội"
401,03/2021,2100000,16,"Ngõ 151, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội"
