stt,thoigian,giaphong,dientich,vido,kinhdo,loai,drmd,kcdc,loaiwc,tiennghi,thuantien,giuongtu,banghe,nonglanh,dieuhoa,tulanh,maygiat,tivi,bep,gacxep,thangmay,bancong,chodexe,diachi,chitiet
3,04/2021,2600000,22.0,21.062872, 105.778667,Nhatang,3.0,83.0,Khepkin,1,2,1,0,1,1,0,1,0,1,0,0,0,1,"số 8 /18/72 ngõ 145 cổ nhuế Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội","Phòng không chung chủ. Mình còn 1 phòng ngủ khép kín cho thuê tại số 8 /18/72 ngõ 145 cổ nhuế, q/ Bắc từ liêm, giá rẻ( có hình ảnh)Ngõ rộng ô tô đỗ cách cửa chỉ 10m, nhà còn mới, phù hợp với các bạn đi làm, sinh viên ngoan muốn ở riêng lẻ hoặc ở ghép.Nhà gần HV Công an nhân dân, ĐH Điện lực, trường cán bộ thanh tra, ĐH mỏ, HV tài chính, Chung cư Bộ Công An, GreenStar, An Bình City, KĐT thành phố giao lưu, KĐT Resco, gần trường mần non, trường cấp 1,2 cổ nhuế Phòng rộng: 22m2 giá : 2,6tr/tháng ( Có điều hòa).  Nhà có chỗ để xe tầng 1,có máy giặt chung, sân phơi tầng 4, nóng lạnh, internet tấc độ cao, an ninh rất tốt.Cần cho các bạn có ý thức giữ gìn trật tự và vệ sinh chung cao.Hình thức thanh toán: cọc 1 tháng và thánh toán tháng 1."
1,04/2021,2500000,30.0,20.997620, 105.850929,Nhacap,3.4,87.0,Khepkin,1,2,0,0,0,1,0,0,0,0,0,0,0,1,"15 ngõ 459 Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Cho thuê phòng trọ tại số 15 ngõ 459 Phố Bạch Mai, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội.Diện tích : 30m2Phòng ở tầng 1 có lối đi riêng, có khu vệ sinh riêng, nội thất cơ bản có máy giặt, tủ lạnh và điều hòa, điện nước theo giá nhà nước. Nhà gần chợ Mơ, trường học, bệnh viện ... Khu dân cư hiện hữu ,an ninh tốt.Giá: 2,5 triệu/thángLiên hệ: 0855552297 gặp Cô Minh"
5,04/2021,3000000,25.0,21.035604, 105.796777,Nhatang,2.6,65.0,Khepkin,1,2,1,1,1,1,0,0,0,1,0,0,0,1,"38/6 Đường Nguyễn Văn Huyên, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Địa chỉ: số 6, ngõ 38 đường Nguyễn Văn Huyên - Cầu Giấy.+ Nội thất: Điều hòa, Giường, tủ quần áo, kệ bếp, hệ thống nhà vệ sinh đầy đủ...+ Chỗ giữ xe rộng rãi, đảm bảo an toàn.+ Giờ giấc đi lại thoải mái, nhà có lắp khóa vân tay nên chỉ người trong nhà mới đi ra vào được.+ Ưu tiên hộ gia đình, người đi làm, nhóm bạn bè ở 2 3 người.+ Diện tích: 25m2.+ Giá cho thuê: 3tr - 3.3tr/thLiên hệ chủ nhà:Anh HàNhấn để hiện số: 0985466872"
14,04/2021,5500000,50.0,20.992907, 105.807414,Nhatang,8.5,10.0,Khepkin,1,2,1,1,1,1,1,1,1,1,0,1,1,1,"275 Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","Căn hộ cho thuê dạng homestay ở ghép, đầy đủ đồ dung và tiện ích, chỉ việc xách vali đến ở, phù hợp với sinh viên, người mới đi làmĐịa chỉ: chung cư Golden Land – 275 Nguyễn Trãi – Thanh Xuân – Hà Nội (đối diện trường ĐH khoa học Tự Nhiên, trường Nhân Văn)-> Phù hợp với các bạn sinh viên, người mới đi làm vui vẻ hòa đồngKhông gian hiện đại, đầy đủ tiện nghi, môi trường sống dân trí cao, thời gian đi lại thoải mái.GIÁ SIÊU RẺ: - phòng nam 3 giường tầng GIÁ 1.500.000/Người/Tháng(Hợp đồng ngắn hạn giá 1,7 triệu))Cọc 1 tháng đóng tiền 1 tháng một Giá trên đã bao gồm toàn bộ các chi phí: điện, nước sạch mạng internet, nước uống,có người dọn tổng vệ sinh hàng tuần - Căn hộ nằm tại khu đô thị cao cấp đảm bảo an ninh, sạch sẽ, thuận tiện giao thôngTIỆN ÍCH TẦNG 1: Siêu thị, phòng tập GYM, bể bơi, ngân hàng...- Mỗi người có 1 tủ có khóa riêng- Bếp, tủ bếp , nồi niêu bát đĩa- TIVI 40 inch, 2 Tủ lạnh , 2 máy giặt , bình nóng lạnh, điều hòa- Bình lọc nước uống tại vòi (khỏi mất công đi đổi nước và tốn chi phí)Các bạn quan tâm vui lòng liên hệ chính chủ để đi xem nhàNÓI KHÔNG VỚI THU PHÍ ĐI XEM HOẶC THUÊLH: 0901498666 (fb, zalo, viber, imessage)"
11,04/2021,3000000,26.0,20.988204, 105.794447,Nhatang,2.3,132.0,Khepkin,1,2,1,1,1,1,0,0,0,1,0,0,0,1,"ngõ 32 Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội","Cho Thuê Phòng Tại Phùng Khoang- Nguyễn Trãi phòng mới tinh sạch sẽ.-----------------------------------------Thiết kế dạng căn hộ 25- 30m2, khép kín, hiện đại. Các phòng đều có cửa sổ, sân phơi,khu nấu ăn riêng, MÁY GIẶT..Thuận tiện di chuyển các trường ĐH Quận Thanh Xuân Như: ĐH Hà Nội, Bưu Chính, Dược,Mật Mã...... đều rất Ok.Các điểm ăn chơi BigC Hà Đông, Rạp Chiếu Phim CGV, TTTM, Làng Việt Kiều, Công Viên...• Căn hộ đã trang bị đầy đủ các thiết bị đầy đủLƯU Ý:ĐIỆN NƯỚC GIÁ DÂN CỰC RẺGẦN BÃI ĐỂ XE OTO NGÀY ĐÊMKHÔNG CHUNG CHỦ KHÓA VÂN TAY AN TOÀN VÀ THOẢI MÁIGiá từ 2,7- 3,2tr/thángLIÊN HỆ GỌI DDIEENJD ĐẾN XEM NHÀ NGAY KHÔNG MẤT THỜI GIAN CỦA NHAU."
10,04/2021,3900000,25.0,21.018888, 105.775555,Nhatang,5.0,3.0,Khepkin,1,2,1,1,1,1,1,0,0,1,0,0,1,1,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Tòa Nhà được xây dựng trong KĐT sạch sẽ hiện đại nhiều cây xanh, tòa nhà 7 tầng diện tích sàn 120m2- Phòng 1 khách 1 ngủ diện tích 35m2 Giá chỉ 3.9tr- Phòng đơn ( studio) dt 20- 25- 32m2 giá từ 3tr- 4,2- 4,4tr- Nội thất đầy đủ xách vali đến ở ngay- Phù hợp gia đình người đi làm đi công tácNhà tôi có ở Đình Thôn- Mễ Trì- Trung KínhDịch vụ cực rẻ- Điện 3,2k- Nước 22kTiết kiệm cho người đi làm mỗi tháng 200-300kLiên hệ chính chủ đến xem nhà, xin lỗi tôi không thể trả lời bằng tin nhắn. 0983 54 9191"
10,04/2021,4000000,30.0,21.012108, 105.833694,Ccmn,3.8,108.3,Khepkin,1,2,1,0,1,1,0,0,0,1,0,0,0,1,"Ngõ 6 Đặng Văn Ngữ, Phường Phương Liên, Quận Đống Đa, Hà Nội","Chính chủ cho thuê chung cư mini mới xây khu Đặng Văng Ngữ, phòng sạch đẹp, vệ sinh khép kín, diện tích 30m2, có điều hoà, nóng lạnh, tủ bếp, giường tủ, máy giặt, thang máy, wifi. Nhà gần hồ, các khu vui chơi giải trí, bệnh viện, trường học, gần các trường đại học (đại học y, công đoàn, thủy lợi, ngân hàng, nhạc viện, Mỹ thuật công nghiệp, bách khoa, xây dựng.. thích hợp cho sinh viên, bạn trẻ mới đi làm, gia đình trẻ,.. Giá cho thuê: 4tr/ tháng"
9,04/2021,2500000,25.0,21.043284, 105.820796,Nhatang,3.5,90.3,Khepkin,1,2,1,1,1,1,0,0,0,1,0,0,1,1,"số nhà 14 ngõ 167 đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","Cho thuê phòng riêng tầng 3 số nhà 14 ngõ 167 phố thụy khuê. Phòng có wc, lát gỗ, có ban công. Nhà đủ nội thất chỉ việc đến ở, nấu ăn, để xe tầng 1, giờ giấc tự do. Nhà toàn nữ ở nên chỉ cho sinh viên, nhân viên văn phòng nữ thuê."
3,04/2021,4000000,20.0,21.035506, 105.810584,Nhatang,4.5,2.0,Khepkin,1,2,1,1,1,1,0,0,1,1,0,0,1,1,"41 Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội","Cho thuê phòng trọ tại số 41 phố Linh Lang, Ba Đình, Hà Nội chính chủ cho thuê, ở tự do sinh hoạt không ở cùng chủ- Phòng sạch đẹp, của sổ to nên ánh sáng và gió vào phòng rất thoải mái, sáng sủa, mát mẽ- Khu trọ khách hàng lịch sự, văn minh, yên tĩnh. .- Phòng có kệ bếp nấu ăn, nhà vệ sinh riêng từng phòng rất sạch sẽ và tiện nghi- Wifi lướt vi vu,- Có nội thất sẵn như: tivi, điều hoà, nóng lạnh, máy giặt...- Gần nhà có đầy đủ các tiện ích như công viên, an toàn văn minh, gần chợ, trường học, phố lớn..- Điện nước đầy đủ"
1,04/2021,3000000,27.0,20.993476, 105.856648,Nhatang,3.0,89.0,Khepkin,1,2,1,1,1,1,0,0,0,1,0,0,0,1,"15 Gốc Đề, Quận Hai Bà Trưng, Hà Nội"," GẤP ️ nhượng phòng ????ai chuyển vào đầu tháng 5 này giảm luôn 1tr tiền phòng ạphòng ở 15 gốc đề"
8,04/2021,2800000,15.0,21.011202, 105.833609,Nhatang,3.8,174.0,Khepkin,1,2,0,1,0,1,0,0,0,1,1,0,0,1,"Ngõ 6 Đường Đặng Văn Ngữ, Phường Phương Liên, Quận Đống Đa, Hà Nội","Chính chủ cho thuê chung cư mini mới xây khu Đặng Văng Ngữ, diện tích 15m2, vệ sinh khép kín, có gác xép, điều hoà, nóng lạnh, máy giặt chung, thang máy, wifi. Nhà gần hồ, các khu vui chơi giải trí, bệnh viện, trường học, gần các trường đại học (đại học y, công đoàn, thủy lợi, ngân hàng, nhạc viện, bách khoa, xây dựng.. thích hợp cho sinh viên, bạn trẻ mới đi làm, gia đình trẻ,.. Giá cho thuê: 2,8tr/tháng"
0,04/2021,2800000,23.0,20.978080, 105.820178,Nhatang,2.8,139.0,Khepkin,1,2,1,1,1,1,0,0,0,0,0,0,0,0,"Sn 7B Ngõ 250 ngách 51 Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội","Sn 7B Ngõ 250 ngách 51 Kim Giang.Giá thuê từ 2,8 -3,2tr / tháng :P202 - giá 2,9trP303 - giá 3,2trP301 - giá 3,0trP304 - giá 2,8tr(Nhà thang bộ)Chung cư mini khép kín full đồ.Phí DV : điện 4k/số, nước 25k/m3, net 100k/phòng, vệ sinh và điện chung 50k/người."
4,04/2021,3100000,35.0,21.000178, 105.824977,Nhatang,2.2,90.0,Khepkin,1,2,1,0,1,1,0,0,0,0,0,0,1,1,"Số 24 ngõ 106 Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội"," Chính chủ cho thuê phòng khép kín ở ngõ 106 Nguyễn Ngọc Nại, giá 3,2 triệu/tháng. Phòng rộng 35m2, có cữa sổ,có ban công, có nóng lạnh điều hoà có WC khép kín, có chổ để xe ở tầng 1. Ở riêng chủ đi về tự khoá mở. ô tô vào tận nhà.Còn phòng ở tầng 2 giá 3,1 triệu/tháng. Điện nước cả nhà dùng tự chia theo giá nhà nước. Ai có nhu cầu thuê liên hệ chủ nhà: ĐT 0945931616. "
7,04/2021,3000000,20.0,21.007862, 105.816493,Nhatang,2.5,102.0,Khepkin,1,2,0,0,1,1,0,0,0,0,1,0,1,1,"số 24 ngõ 302 đường Láng, Phường Thịnh Quang, Quận Đống Đa, Hà Nội","Cho thuê phòng trọ số 24 ngõ 302 đường Láng, gần ngã tư sở- Nhà xây mới, đẹp, ko chung chủ, có gác xép, bếp, khu phụ khép kín, điều hoà, nóng lạnh, wifi free, ban công thoáng mát.- Tầng 1 để xe free, an ninh tốt, giao thông thuận tiện.- Giá: 3 triệu/tháng. DTSD: 20m2- LHCC: Cô Hương 036.374.5253"
2,04/2021,1400000,15.0,20.979835, 105.777753,Nhacap,3.0,102.0,KKK,1,2,1,0,0,0,0,0,0,0,0,0,0,1,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Tôi có 3 căn nhà đẹp, thoáng mát, sân vườn lý tưởng, phù hợp cho những ai có nhu cầu ở nghiêm túc để đi học, cặp vợ chồng. Ăn ninh tuyệt vời, sử dụng nước máy. Không cho những đối tượng ở túm 5 tụm 3, nghề nghiệp không rõ ràng & các đối tượng xăm trổ. Xin cảm ơn đã đọc tin."
5,04/2021,2800000,30.0,21.000321, 105.824703,Nhatang,2.8,87.0,Khepkin,1,2,1,0,1,1,0,0,0,0,0,0,0,1,"24/106 Đường Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Chính chủ cho thuê phòng khép kín ở ngõ 106 Nguyễn Ngọc Nại, giá 2,8 triệu/tháng. Phòng rộng 30m2, có cữa sổ, có nóng lạnh điều hoà có WC khép kín, có chổ để xe ở tầng 1.Ở riêng chủ đi về tự khoá mở. ô tô vào tận nhà.Còn phòng ở tầng 4 giá 2,8 triệu/tháng. Điện nước cả nhà dùng tự chia theo giá nhà nước.Ai có nhu cầu thuê liên hệ chủ nhà: ĐT 0945931616."
2,04/2021,3600000,30,20.997043, 105.822743,Ccmn,4.5,65.0,Khepkin,7,4,1,1,1,1,0,0,0,1,0,0,1,1,"16/183 Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Mình có 1 Phòng CCMN 30m bếp riêng, ngủ riêng full đồ, đẹp tiện nghi ( video và hình thật của phòng) ngay Ngã Tư Sở.Nhà 5 tầng phòng tầng 2, đủ đồ: điều hòa, nóng lạnh, giường tủ, tủ bếp, máy giặt...Vị trí thuận tiện: 16 ngõ 183 Hoàng Văn Thái – ngay đường vào chung cư, ô tô qua lại, cách mặt phố 20m, gần NGÃ TƯ SỞĐể xe tầng 1, Giờ giấc tự do, ko chung chủMình chính chủ cho thuê 0886947898"
7,04/2021,3000000,20,21.009712, 105.795407,Nhatang,3.5,96.0,Khepkin,7,4,1,1,1,1,1,0,0,1,0,0,1,1,"40C Đường Nguyễn Chánh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội","Cho thuê nhà kiểu homestay 1,5tr/1ng/1th đầy đủ điện nước, bếp, vs, nóng lạnh, điều hòa. Nhà đẹp, gần BigC Thăng Long, các trường học.... . Địa chỉ ngách 5/204 Trần Duy Hưng, thông 20 Nguyễn Chánh, thông Trung Kính. Nhà 4 tầng, chỉ ở ghép 4 người/1 phòng lớn, 2 người phòng nhỏ nên rất thoải mái. Có thể thuê riêng phòng. bếp và để xe tầng 1, máy giặt tầng 4. Liên hệ trực tiếp chủ nhà. ( miễn môi giới)"
8,04/2021,1200000,20.0,20.973131, 105.850191,Nhacap,2.8,166.3,Khepkin,1,2,1,0,0,0,0,0,0,0,1,0,0,1,"ngõ 141/172/20 phố Giáp Nhị Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","Cho thuê nhà tại phố Giáp Nhị, Thịnh Liệt, Hoàng Mai, Hà NộiDiện tích phòng 20m2 có gác xép, công trình phụ khép kín, có sân phơi chỗ để xe an ninh rộng rãi thoáng mát, có intenet wifi. khu nhà ở gần chợ, đường trương định, tân mai, giải phóng, bến xe nc ngầm, giáp bát cách chỉ khoảng 1km 2km. thuận đủ tiện đường luôn.giá cho thuê là 1200k. ai có nhu cầu liên hệ số Chú Mai : 0942493741Địa chỉ : Ngõ 141/172/20 phố Giáp Nhị , Thịnh Liệt, Hoàng Mai , Hà Nội ( Đi đường cầu sét trương định thấy đường ven sông sau khu đô thị Nam Đô đâm thẳng đến cái giếng tròn là tới luôn rất dễ tìm, đường rộng)"
4,04/2021,4200000,36,21.037109, 105.800082,Ccmn,2.2,145.0,Khepkin,7,4,1,1,1,1,1,1,0,1,0,0,1,1,"số 14 ngõ 165/40 Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"," Chính chủ cho thuê CCMN tại nhà số 14 ngõ 165/40 Dương Quảng Hàm, Cầu Giấy (Gần Đại Học Thủ Đô)* Vị trí: cách đường Dương Quảng Hàm 300m, cách đường Cầu Giấy 300m, cách đường Nguyễn Khánh Toàn 100m, cách đường Nguyễn Văn Huyên 100m, cách đường Quan Hoa 300m, cách Lotte Đào Tấn 500m, cách công viên Nghĩa Đô 5 phút đi bộ...Tiện ích gồm có️Điều hoà️Nóng lạnh️Tủ quần áo️Tủ lạnh️Máy giặt️Giường, đệm️Kệ bếp + tủ bếp️Vệ sinh khép kín️Có gác xép để đồ gọn gàng️Có 2 Ban công phơi quần áo thoáng rộng️Cửa sổ thoáng mát️Chỗ để xe free️Ko chung chủ, giờ giấc thoái mái 24/7️Khóa vân tay, camera, wifiDiện tích phòng 36m2 Giá: 4.2 tr(Chỉ việc xách vali vào ở. Chính chủ không qua môi giới. Ưu tiên hộ gia đình; Các bạn sinh viên ở sạch sẽ; người đi làm tử tế, lịch sự)"
3,04/2021,3200000,20,20.983192, 105.801814,Ccmn,1.9,110.0,Khepkin,7,4,1,1,0,1,1,1,0,1,0,0,0,1,"Ngõ 111 Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội","Cho thuê chính chủ xem phòng Free :* Còn 1 phòng duy nhất Tầng 2Địa chỉ : Ngõ 111 Triều Khúc Thanh XuânMô tả chung- Chính chủ miễn môi giới- Nội thất điều hòa, nóng lạnh, giường, tủ, kệ bếp, phơi đồ, để xe miễn phí, camera an ninh.- Hàng tuần có người qua dọn vệ sinh chung cả nhà thường xuyên.- Không ở chung chủ. Giờ giấc đi lại thoải mái, tiếp bạn bè vô tư miễn là lịch sự - Hợp đồng lâu dài không tăng giá, chu kỳ đóng tiền nhà 1 tháng 1 lần, đặt cọc 1 tháng tiền nhàLiên hệ SĐT - Zalo : 0335.649.789"
6,04/2021,3000000,27,20.984689, 105.797868,Ccmn,2.5,123.0,Khepkin,7,4,1,1,0,0,0,0,0,1,1,0,1,0,"Số nhà 50 ngõ 46 Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội","Chính chủ cho thuê CCMN và ở ghép Địa chỉ : Số nhà 50, ngõ 46 Tân Triều, Triều Khúc, Thanh XuânĐiện thoại: 0987570095---------------------------------------------THÔNG TIN CHI TIẾTNhà không chung chủ, đi lại tự do - thoải mái giờ giấcKhu vực dân trí cao, an ninh đảm bảo ( Có bảo vệ 24h), ra vào bằng khóa cửa vân tayGần chợ, gần các trường đại học, đường đoạn này thoáng.Nhà Full nội thất,điều hòa nóng lạnh, tủ quần áo, gác xép, bàn ăn, giườngNVS khép kínGiá :3xỞ đây miễn phí gửi xe ( không giới hạn số xe)Điện: 3.5k/ sốNước: 25k/ khối"
1,04/2021,3300000,28,21.030351, 105.773164,Ccmn,2.5,103.0,Khepkin,7,4,1,0,0,1,1,0,0,1,0,0,0,1,"số 21 ngõ 26A Đuờng Mỹ Đình Quận Cầu Giấy, Hà Nội","MÌNH CÓ PHÒNG CCMN KHÉP KÍN CÁCH BẾN XE MỸ ĐÌNH 200m, 28m2 VỆ SINH khép kín , ban công cửa sổ rộng, thoáng, ĐẦY ĐỦ đồ số 21 ngõ 26A Đuờng Mỹ Đình ( thông ngõ 63/33 hẻm 21 Lê Đức Thọ).FULL : Giường, tủ, điều hòa, nóng lạnh, máy giặt, chăn ga đệm, ban công …Có Camera giám sát, khóa cổng vân tay. Để xe Free tầng 1 Giờ giấc tự do, không chung chủ------------------------------------------Số mình 0886826238, Bạn xem phòng alo mình trước 20' để không phải đợi nhé"
5,04/2021,5000000,35,21.010186, 105.777306,Ccmn,3.0,60.0,Khepkin,7,4,1,1,1,1,1,1,0,1,0,1,1,1,"số 12, ngõ 89 Mễ Trì Thượng , Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","Chính chủ cho phòng kiểu CCMN tại số 12, ngõ 89 Mễ Trì Thượng, Mễ Trì, Nam Từ Liêm (cuối ngõ 4 Đồng Me đi vào khoảng 30m) trong tòa nhà 6 tầng thang máy, diện tích 35m2, 1 ngủ 1 khách, bếp ngăn riêng biệt với phòng không lo ám mùi. - Vị trí: cách mầm non Mễ Trì Hạ 50m, cách cấp 1&2 Mễ trì 50m, cách chợ Mễ Trì Hạ 100m, cách đường Mễ Trì 100m, cách The Garden 200m, cách Keangnam 500m... - TIỆN ÍCH:Nhà đã có đủ đồ như: điều hòa, nóng lạnh, tủ lạnh, máy giặt, giường, tủ, táp, bàn phấn, rèm, bàn ghế, tủ bếp, bếp từ, wifi tốc độ cao...+ Khu bếp ngăn tách riêng phòng ngủ+ Có cửa sổ thoáng mát + Để xe miễn phí+ Giờ giấc thoải mái+ Khóa vân tay, camera, wifi+ Thang máy+ Ô tô 16 chỗ vào sát nhà+ Bãi gửi ôtô cách nhà 50m - Diện tích: 35m2 - Giá: 5tr/tháng(Phòng như hình) - LHCC: 0969139826(Nhà mới xây xong vào ở được ngay, khách chỉ việc xách vali tới ở)"
0,04/2021,2600000,18,20.986830, 105.817048,Nhatang,4.2,299.0,Khepkin,7,4,1,1,1,1,0,0,0,0,0,0,1,1,"126a/509 Phố Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Phòng khép kín đủ đồ giá 2,6trMình có phòng vệ sinh khép kín có đủ đồ: điều hòa, nóng lạnh, giường, máy giặt... NHƯ HÌNH. Ngay cạnh bờ hồ thoáng mát – SỐ 126A NGÕ 509 VŨ TÔNG PHAN.Ngõ ô tô đỗ cửa, thoáng mát, không chung chủ, Để xe tầng 1 - giờ giấc tự do đi khóa về mởAlo trước khi đến để không phải đợi nhé 0886.947.898"
4,04/2021,3000000,20.0,21.041405,105.804344,Nhatang,2.5,65.73,Khepkin,7,4,1,0,1,1,0,0,0,0,0,0,0,1,"số 14 ngõ 142 Đường Nguyễn Đình Hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Nhà mình có phòng cho thuê khu vực Nghĩa Đô Cầu Giấy nhà mới xây khép kín không chung chủ+Địa chỉ tại SỐ 14 NGÕ 142 NGUYỄN ĐÌNH HOÀN ( NGÕ 1 HOÀNG QUỐC VIỆT)+Diện tích trên 20m2 trang bị điều hòa,nóng lạnh vs khép kín đầy đủ thiết bị có giường tủ chỉ cần dọn đến ở luôn+Nhà mới xây thoáng có sân phơi rộng,an ninh đảm bảo không chung chủ giá 3tr / phòng+Camera an ninh 24/7 chỗ để xe free tầng 1Liên hệ chủ nhà: A Thanh:0967519828"
1,04/2021,2000000,16.0,20.983685,105.768311,Ccmn,2.2,102.6,Khepkin,6,2,0,0,1,1,0,1,0,0,1,0,0,1,"36A Ngõ 1, Vạn Phúc, Hà Đông, Hà Nội 10000, Vietnam","Cho thuê phòng trọ mô hình chung cư mini:Vệ sinh khép kín, có wifi, camera, Có chỗ để xe miễn phí, truyền hình cáp, có Bình nóng lạnh, điều hoà, máy giặt.Địa chỉ: Đại Mỗ, Từ Liêm (Gần ngã 4 Tố Hữu, Vạn Phúc)Ưu tiên hộ gia đình ơn lâu dài.Liên hệ : Mr Thắng Sđt 0915310782, 0947975798 Chủ nhà)PS: Còn 1 phòng:- 01 phòng diện tích 18m2, gác xép 6m2,"
