stt,thoigian,giaphong,dientich,vido,kinhdo,loai,drmd,kcdc,loaiwc,tiennghi,thuantien,giuongtu,banghe,nonglanh,dieuhoa,tulanh,maygiat,tivi,bep,gacxep,thangmay,bancong,chodexe,diachi,chitiet
220,01/2021,3500000,30.0,21.067852,105.792677,Ccmn,3.2,126.2,Khepkin,9,6,1,0,1,1,0,0,0,1,0,1,0,1,"số 154 ngõ 205 Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","  dạng Ccmn ở bắc từ liêm địa chỉ: số 154 ngõ 205 xuân đỉnh (chính chủ)- : 27-30m2- nội thất cơ bản đầy đủ: giường, tủ quần áo, điều hòa, nóng lạnh cả bồn rửa bát nên trời này nấu cơm, rửa bát ko sợ cóng tay nha kệ bếp, trạn bát, có cả bếp từ đơn + 1 nồi (trong hình chưa chụp),... mới 100%, thang máy, chỗ để xe tầng 1 rộng rãi free,... khóa vân tay, giờ giấc tự do, ko chung chủ, tha hồ dẫn ny đến camera 24/24- giá điện: 3,2k/số- giá nước: 25k/khối- giá thuê nhà/ tháng: 3tr5ưu đãi giảm giá 3 tháng đầu từ 3tr5 ->3tr4call/zalo: 0936.171.750"
224,01/2021,3000000,25.0,21.024281,105.773911,Ccmn,6.3,2.5,Khepkin,6,5,1,0,1,0,0,0,0,0,0,0,0,0,"260 Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","mình còn trống phòng tầng 3, khép kín giờ giấc tự do, có nóng lạnh, giường, tủ giá từ 3tr-3.2trđịa chỉ : 260 mỹ đình, số 3 ngõ 35 đình thôn,173 đình thôn, số 15 ngõ 7 tân mỹ, mỹ đình, nam từ liêm, hà nội. gần bến xe mỹ đình ,trường trung học phổ thông mỹ đình"
223,01/2021,1500000,12.0,20.984578,105.793788,Nhatang,9.9,4.0,Khepkin,5,8,0,0,0,1,0,1,0,0,0,0,0,0,"35 Đường Trần Phú ,Phường Mỗ Lao, Quận Hà Đông, Hà Nội","hiện tại tôi đang có phòng khép kín trong tòa nhà 4 tầng, cho người đi làm và sinh viên thuê :-gần áo mỗ lao, gần chợ mỗ lao, phía sau bigc hồ gươm plaza-khu có nhiều an sinh, trật tự.-nhà sạch sẽ, thông thoáng, phía trước đường thuận lợi đi lại.-nhà nhiều tiện nghi: máy lạnh, điều hòa, máy giặt, mạng internet, wifi-nhà ở dành cho người ý thức, sinh viên để thuận tiện đi làm và học tập.-giá cả phù hợp.-chỉ cần dọn đồ đến và sinh sống.thông tin tóm tắt:   hợp lí cho người đi làm và sinh viên địa chỉ chi tiết: 35, đường trần phú, phường mộ lao, quận hà đông, hà nội ngủ :nhà vệ sinh : 3số điện thoại : 0974993638"
226,01/2021,3600000,30.0,20.978783,105.791615,Ccmn,3.5,3.0,Khepkin,8,9,0,0,1,1,0,1,0,0,0,1,0,1,"118 đại an Đường Đại An, Phường Văn Quán, Quận Hà Đông, Hà Nội"," về quê nên còn dư 1 tầng 5(chưng cư mini 6 tầng)sđt: 0367580139️: ️118 đại an văn quán hà đông️ không chung chủ, giờ giấc tự do, thích hợp sinh viên gia đình️  30m2, để xe tầng 1 rộng rãi, thang máy,sân thượng phơi đồ rất thoáng mát, view toàn thành phố. nhìn ra hồ văn quán️  full nội thất gồm có: máy lạnh, chậu rửa bát, bình nóng lạnh, ️ giá điện 3,800đ/kwh; nước 80k/người; xe máy free wifi 100k/người,máy giặt️ ưu đãi thêm cho ở dài hạn;️giá  3,600,000đ"
228,01/2021,3200000,25.0,20.980461,105.821601,Nhatang,2.5,92.0,Khepkin,6,6,0,0,1,1,0,1,0,1,0,0,0,0,"81 ngõ 18 Định Công Thượng Cầu Lủ, Phường Định Công, Quận Hoàng Mai, Hà Nội",cho nữ sinh viên thuê 01  tầng 2 hoặc tầng 3 (nhà 3 tầng) vệ sinh sạch sẽ; yên tĩnh. ở 1-3 người. điều hòa + bình nóng lạnh đầy đủ. bếp ăn tầng 1. có máy giặt ; sân thượng thoáng mát. gần các trường học viện ngân hàng + kinh tế + đh hà nội + y học cổ truyền + đh thăng long ....ưu tiên nữ sinh viên hiền lành - học hành tử tế.
222,01/2021,2000000,30.0,21.001042,105.75059,Nhacap,6.0,6.8,Khepkin,4,7,0,0,0,0,0,0,0,0,1,0,0,0,"59 Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội"," nhà cấp 4 nguyên căn 30m2, có  khách &  ngủ riêng biệt, có khu nấu nướng riêng, có gác xép, công trình phụ khép kín, cổng riêng với chủ, có sân chung để trồng rau và cho trẻ con chơi.  nằm trong khu dân cư văn minh, yên tĩnh, an ninh tốt, ô tô đi được vào tận cổng, cách trường mầm non tây mỗ 50m, cách chợ đại mỗ 300m, cách khu the garden mễ trì 2km, cách dự án vinsmart city 1km. thích hợp với vợ chồng mới cưới hoặc gia đình có con nhỏ.đảm bảo chính chủ không qua trung gian.vui lòng liên hệ chủ nhà: chú hải: 0944723970"
221,01/2021,1800000,22.0,20.961316,105.839269,Nhacap,2.0,155.3,KKK,1,4,0,0,1,0,0,0,0,0,0,0,0,0,"số 49 ,ngõ 46 Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","còn phòng cấp 4 tại nhà linh đàm, hoàng mai.  22m rộng rãi, vệ sinh khép kín có nóng lạnh. giao thông thuận tiện. nhà gần khu hh linh đàm, gần bến xe nước ngầm.giá: 1,8tr/thángliên hệ a hưng: 0868439235"
227,01/2021,1300000,15.0,20.955716,105.842076,Nhacap,2.8,129.9,KKK,2,4,0,0,0,0,0,0,0,0,0,0,0,1,"51 ngõ 87 Đường Tân Xuân, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","hiện  còn 01 phòng cấp 4 có nhu cầu  tại khu phân lô quân đội.địa chỉ tại khu tập thể 51 ngõ 87 đường tân xuân - xuân đỉnh - quận bắc từ liêm - hà nội rộng 15m2, mới được sơn sửa lại, có chỗ để xe và sân phơi riêng biệt, điện nước tính theo giá nhà nước thu.nhà thuộc khu phân lô quân đội nên đảm bảo về an ninh, an toàn và sạch sẽ."
231,01/2021,2000000,23.0,21.089065,105.792758,Nhatang,2.2,104.1,Khepkin,8,4,1,1,1,1,0,0,0,1,1,0,0,1,"số nhà 34 ngõ 23 phố nhật tảo, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội","còn 1 phòng tầng 2 khép kín, full đồ, đầy đủ tiện nghi.-  23m2, có gác xép- giường ngủ- tủ quần áo 3 cánh- điều hòa 2 chiều inverter- bình nóng lạnh- đèn sưởi- sen vòi tắm, chậu rửa mặt- bàn bếp, chậu rửa bát- wifi, camera an ninh- hệ thống báo cháy tự động, bình chữa cháy- sân phơi quần áo rộng- cầu thang, hành lang, sân để xe máy rộng, có người quét dọn sạch sẽ...- an ninh tốt.- gần tuyến buýt số 14 và số 31.- địa chỉ: số nhà 34 ngõ 23 phố nhật tảo, phường đông ngạc, quận bắc từ liêm, hà nội.- giá thuê: 2,000,000đ/tháng, chưa bao gồm tiền điện, nước, internet."
232,01/2021,6000000,60.0,21.072514,105.813674,Nhatang,2.2,78.0,KKK,6,10,1,0,1,1,0,0,0,1,0,1,0,0,"số 16 ngõ 115 Nhật Chiêu, Phường Bưởi, Quận Tây Hồ, Hà Nội"," cho thuê phòng trọ tầng 3, 2 phòng ngủ tại hồ tây giá cực tốt nội thất: full đồ, chăn ga gối đệm, giường tủ, nóng lạnh điều hòa, thang máy kệ bếp....: 40m2 thiết kế 2  ngủ riêng biệt, 1 nhà vệ sinh, kệ bếp riêng biệt, rộng rãi, thoáng mát, có cửa sổgiờ giấc tự do, an ninh đảm bảo. nhà gần siêu thị, chợ gần các trục đường lạc long quân, vệ hồ, trịnh công sơn, võ chí công, hoàng hoa thám, trích sài, quảng an ...giá thuê: 6tr/thángđịa chỉ: số 16 ngõ 115 nhật chiêu, tây hồ.liên hệ chính chủ: (  như ảnh )"
234,01/2021,3000000,19.0,21.003608,105.846088,Nhatang,4.5,117.8,KKK,6,10,0,0,0,0,0,0,0,1,0,0,0,0,"40/30 Phố Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","  19m2 đang trống người thuê ngõ 40 tạ quang bửu cạnh bể bơi bách khoa, dùng chung bếp và nhà vệ sinh với hai nam sinh viên bách khoa khác. nhà có 3  thì hai nam sinh viên bách khoa ở 2  và còn trống  này. sạch sẽ và ngăn nắp,  rộng có đủ đồ, điện nước internet. liên hệ chủ nhà mai 0912640079."
238,01/2021,3900000,30.0,20.990801,105.81546,Nhatang,4.0,180.6,Khepkin,10,8,1,1,1,1,0,1,0,1,0,1,1,1,"Số 30 ngõ 29 Đường Khương Hạ Mới, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","còn 2 phòng trong nhà 7 tầng thang máy giá 3.8tr-4.4trCcmn 25 - 30m2 full đồ, thang máy, mặt ngõ 2 ô tô đỗ số 2 ngõ 197 khương hạ mới (583 vũ tông phan).tòa nhà 7 tầng mới còn 2  mặt ngõ cách mặt phố 20m, gần #ngã_tư_sở, gần trường học, trung tâm thương mại vây quanh, siêu tiện.đủ đồ: khép kín, giường, tủ, bàn trang điểm, máy giặt, điều hòa, sàn gỗ, nóng lạnh, ban công phơi đồ, tủ bếp nấu ăn - chậu rửa, chăn ga đệm đủ chỉ việc đến ở.có camera an ninh, thang máy.để xe free tầng 1, có cọp ban công treo cảnh, phơi quần áo tại , cửa sổ lớn view đẹp, thoáng.cổng khóa vân tay, an ninh đảm bảo, ảnh chụp thật của  - không đăng ảnh vớ vẩn ạ.chính chủ không môi giới:"
440,01/2021,2500000,25.0,20.986776,105.814256,Nhacap,1.8,32.5,Khepkin,8,3,1,1,1,1,1,1,0,1,0,0,0,0,"5/481 Phố Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","địa chỉ: nhà số 5 ngõ 481 vũ tông phan, thanh xuân, hà nội.phòng cấp 4, khép kín, đi ra ngã tư sở rất gần và thuận tiện.+ căn nhà nằm tại khu dân cư dân trí cao, an ninh cực kỳ đảm bảo.+ phù hợp cho các bạn thuê là sinh viên, hoặc người đi làm.bởi-giờ giấc đi lại tự do- đã đầy đủ đồ, chỉ việc mang quần áo đến ở. gồm: giường, chăn ga gối đệm, tủ quần áo, tủ giày, kệ để đồ, bàn làm việc.- các tiện ích đi kèm: điều hòa, nóng lạnh, tủ bếp, tủ lạnh, bàn ăn, máy giặt, máy lọc nước sạch, sân phơi đồ rộng rãi, sạch sẽ,….- hàng tuần có người vệ sinh, thu dọn nhà cửa.giá chỉ 1,25 triệu/ ngườiliên hệ xem  0916 628 786"
444,01/2021,1500000,10.0,21.045116,105.783296,Nhatang,3.5,103.2,Khepkin,7,5,1,0,1,1,0,1,0,0,1,0,0,1,"số 5 ngõ 487 hoàng quốc việt, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","  giá rẻ gần ngã tư hoàng quốc việt, phạm văn đồng, cầu giấy, 1,5 tr đến 2,7 tr( có hình). địa chỉ: nhà số 5 ngõ 487 hoàng quốc việt, cổ nhuế1, bắc từ liêm, hà nội.  không chung chủ, vào ở ngay, nằm trong ngôi nhà 4 tầng, mới sơn rất đẹp, sạch sẽ, mặt tiền 5m, ngõ rộng ô tô đỗ cửa. tầng 1 có  khép kín vừa ở, vừa bán hàng được, phía trước để 18m2 làm sân để xe rất tiện, phía ngoài có chỗ để oto tự do.  : trung tâm, đối diện sang đường hoàng quốc việt là trường điện lực, kỹ thuật, học viện kỹ thuật quân sự, trường đảng nguyễn ái quốc, bên cạnh hội trợ triển lãm nông nghiệp, cách trường đh thương mại, trường khoa học xã hội và nhân văn, bến xe mỹ đình 1km. thuận tiện đi lại các tuyến xe buýt vào trung tâm thành phố. khu vực yên tĩnh, an ninh tốt, cách ngôi nhà 10m có bảo vệ trung tâm thẩm mỹ bảo vệ 24/24h. ưu tiên anh, chị ngoan, có thiện chí thuê ở lâu dài. tầng 2 và 3 chia thành các  nhỏ phục vụ các bạn độc thân, thu nhập vừa phải, gác xép để ngủ, có điều hòa, nóng lạnh, máy giặt chung, internet tốc độ cao. giá : từ 1,5 tr đến 1,7 tr tùy từng . tầng 1 được chia 4  khép kín làm văn  và  để ở, có hác xép để ngủ, nên  rất rộng.hình thức thanh toán: đóng 1 tháng, cọc 1 tháng.quý khách có nhu cầu liên hệ sớm chọn  đẹp."
449,01/2021,1700000,15.0,21.017537,105.829508,Nhatang,7.0,2.5,Khepkin,4,7,0,0,0,1,0,0,0,0,0,0,0,1,"55 Đường Nguyễn Lương Bằng, Phường Nam Đồng, Quận Đống Đa, Hà Nội"," có phòng trọ tầng 2 khép kín có điều hòa, chính chủ ,gần các trường đại học y khoa ,ngân hàng ,công đoàn ,thủy lợi, bách khoa ..,ngay trung tâm ngã 5 ,ô chợ dừa nguyễn lương bằng,xã đàn, khâm thiên. thuận tiện cho cho việc đi lại. gửi xe miễn phí. liên hệ cô hải."
446,02/2021,2000000,15.0,21.010923,105.822308,Nhatang,6.5,3.0,Khepkin,6,5,0,0,1,1,0,0,0,0,0,0,0,0,"70 Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội","nhà mặt phố thái hà, trung tâm quận đống đa, mới xây thoáng mát. nhà tầng khép kin sạch đẹp, 15m2, đủ tiện nghi điện nước, nóng lạnh, điều hòa, wifi, có chỗ phơi phóng, nấu ăn, giờ giấc thoải mái. nhà gần trường đh công đoàn, thủy lợi, ngân hàng, an ninh tốt, rất tiện đi lại, sinh hoạt. giá 2 triệu/tháng. điện, nước tính theo giá sinh hoạt. ưu tiên nam (sinh viên, người đi làm)lh: 0915506565 (ông bẩy chính chủ)"
1,04/2021,2000000,15.0,21.034139,105.831339,Nhacap,1.9,40.0,Khepkin,7,3,1,0,1,1,1,0,0,0,0,0,0,0,"14 Đường Đội Cấn, Quận Ba Đình, Hà Nội","Cho thuê phòng nhà cấp 4 rẻ đẹp Đội Cấn Ba Đình Hà Nội1. Địa chỉ: Số nhà 14 ngách 343/47 ngõ 343 Đội Cấn2. Diện tích phòng 15m2 tầng 13. Tiện nghi:- Internet mạnh- Có cửa sổ- Nấu ăn, bồn rửa bát trong phòng- WC khép kín có bình nóng lạnh, có điều hòa, tủ lạnh- Sân phơi thoáng mát- Để xe rộng rãi FREE- Giờ giấc thoải mái- Ưu tiên sinh viên và gđ trẻ thuê4. Chi phí:- Phòng: 2tr/tháng, đóng đầu tháng cọc 1 triệuLiên hệ: Thanh 0397920589/ 0965120399"
445,03/2021,1200000,48.0,20.986503,105.861114,Nhatang,7.2,3.0,Khepkin,6,6,0,0,1,1,0,1,0,1,0,0,0,1,"315 Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","bên  có phòng đầy đủ: điều hòa, máy giặt, nóng lạnh,...nhà 5 tầng, tầng 1 để xe và bếp nấu ăn - giờ giấc thoải mái, không chung chủ.nhà ngay mặt đường lớn rất thuận tiện đi lại, gần khu như: chợ đầu mối, bến xe giáp bát, công viên hồ đền lừ, gần các trường đại học lớn như: bách khoa, xây dựng, kinh tế, kinh doanh và công nghệ, bến xe bus...giá đã bao gồm tiền: điện, nước, wifi - không phát sinh thêm bất kỳ chi chí nào nữa cả.chỉ với 1.2triệu bạn đã có thể ở căn nhà 5 tầng mặt đường vậy nên, bên  còn trống  không nhiều, bạn nào đến trước  ưu tiên trước giá vô cùng yêu luôn ạ!"
454,02/2021,1400000,20.0,21.054054,105.863196,Nhacap,2.8,205.0,Khepkin,1,2,0,0,0,0,0,0,0,1,0,0,0,1,"Số 63 Ngõ 243 Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","chính chủ . nhà cấp 4.địa chỉ : số 63 ngõ 243 đường ngọc thuỵ - long biên - hà nộinhà  : 18 m2công trình phụ + bếp : khép kín trong sân trước cửa: rộng rãikhu vực an ninh tốt, không gian yên tĩnhgiá thuê 1,4 triệu / tháng.đóng tiền 1 tháng 1 lần. bạn hãy liên hệ với cô bắc để xem nhà : 0358 344 263---------------------------------------------️ điện thoại liên hệ: 0358 344 263"
458,03/2021,2800000,21.0,20.99252,105.851992,Nhatang,1.9,23.6,Khepkin,5,4,1,0,1,1,0,0,0,0,0,0,1,1,"Nhà số 5, Ngõ 120 Hoàng Mai Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","địa chỉ : nhà số 5, ngõ 120 hoàng mai, hà nội. (ngay chơ hoàng mai) cách đh bk 1,5 km : 21m2. lắp sẫn điều hòa, nóng lạnh,1 giường 1m6 x 2mđiện : 3,5k/số + nước 25 nghìn / m3 tầng 1 có chỗ để xe rộng rãi. giờ giấc tự do . nấu ăn ở ban công ngay chợ nên tiện đi lại mua thức ăn không giới hạn số người ởgiá : 2 triệu 8. liên hệ trực tiếp có thể giảm thêm do mùa dịchsđt : bác nga : 0382705758 hoặc inbox cho "
450,01/2021,2000000,15.0,21.023228,105.807653,Nhatang,5.2,2.0,Khepkin,11,6,1,1,1,1,1,1,0,1,0,0,1,1,"42 Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","  chỉ 2tr//tháng, đường chùa láng cạnh hồ trường đh ngoại thương.+. cho thuê 1 căn nhà 3 tầng để kinh doanh nhưng do ảnh hưởng của dịch covid nên  chuyển hướng công việc.+. nhà đã lắp đặt đầy đủ tiện nghi sẵn sử dụng : máy giặt, tủ lạnh, điều hòa, quạt trần, bếp từ đôi, lò vi sóng, lò nướng, nóng lạnh, giường tủ - kệ - bàn ghế làm việc,….có nhà bếp &  ăn riêng +  ngủ riêng + wc + ban công rộng phơi đồ + nguyên tầng 1 làm  khách & khu để xe. nhà riêng không chung chủ nên ăn ở đi lại rất thoải mái tự do.- giá: 2triệu//tháng.- điện nước tính theogiá nhà nước rất rẻ+. nhà cạnh hồ đối diện trường đh ngoại thương và ngoại giao rất thuận tiện & sạch sẽ, hướng đông nam mát mẻ.+. địa chỉ: 42 chùa láng, đống đa, hnhiện  còn  trống muốn  lại để đỡ gánh nặng chi phí hàng tháng.  đã thanh toán 1 cục 3 tháng & cọc 1 tháng. bạn nào có nhu cầu thì liên hệ  xem nhà nhé! ms. hoa: 0386.24.1935"
453,02/2021,2600000,25.0,21.043236,105.7500777,Nhatang,2.1,42.7,Khepkin,7,5,0,0,1,1,0,0,0,0,1,0,0,1,"Số 12, ngõ 15 Đường Phú Kiều, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội","nhà tầng khép kín mới xây có gác xép, không gian sinh hoạt rộng rãi tiện nghi đầy đủ (Có gác xép, điều hòa, nóng lạnh riêng, wifi ...), dành riêng tầng 1 để xe, an ninh tốt, vệ sinh sạch sẽ ảnh và video  xin xem thêm trên trang cá nhân của  - facebook.com/nv.thang.42xin liên hệ: 0943662829 hoặc 0977203138(cô hoa)"
452,01/2021,1700000,18.0,20.983614,105.8433353,Nhacap,1.8,5.0,Khepkin,1,6,0,0,0,0,0,0,0,0,0,0,0,1,"Nhà số 1 ngõ 180 Đường Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"," thuê dành cho sinh viên thuê phòng nhà cấp 4, khép kín rất gần chợ, siệu thị, circle k, các trường đại học y/ bách khoa/ kinh tế/ xây dựng ở sạch sẽ thoáng mát và cực kì yên tĩnh phù hợp với môi trường học tập của sinh viênhơn nữa còn có chỗ để xe miễn phílà chỗ ở dành cho sinh viên nên giờ giấc giới hạn muộn nhất là 23htiền điện nước dùng hết bao nhiêu tính bấy nhiêunhanh chân đến xem  để thuê  bạn nhé, đặt cọc only 500kchúc các bạn may mắn!!!"
457,01/2021,2500000,25.0,20.963951,105.763638,Nhacap,2.4,54.0,Khepkin,7,6,1,0,1,1,0,0,0,0,0,1,0,1,"LK 20AB - ngõ 50 Phố Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội"," cho thuê tầng 2 với đầy đủ tiện nghi, sinh viên hoặc hộ gia đình thuê đều đc. có đầy đủ tiện nghi tiện ích:- có đầy đủ điều hòa, nóng lạnh- có giường , tủ trang điểm , tủ nhỏ đựng đồ. tất cả đều mới mua nên còn rất mới.- có wifi và truyền hình cáp- có vệ sinh khép kín.- có thang máy tất cả các  đều mới xây dựng nên còn rất mới.có an ninh đầy đủ, an toàn ko lo lắng trộm cắp.có chỗ để xe.số người ở trong 1  ko giới hạn có thể ở đông ngườichính chủ ko qua trung gian. chủ còn trẻ nên rất vui vẻ và dễ tính.giờ giấc ra vào tự do, ko hạn chế giờ ra vào.***rất gần chợ la cả, các trường học viện kiểm soát, đi ra hv an ninh hay bệnh viện đa khoa hà đông hoặc 103 cũng rất gần.ai có nhu cầu liên hệ : 0888923666 (gọi điện thoại hoặc zalo đều đc)"
